FISBN,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-180-8,Star Trek: Seven Suns,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-181-5,Best Practices in Industrial Engineering,Sonia Gomez,_COAUTHORS_,2019,Nonfiction,Engineering,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-182-2,Robbery in Broad Daylight,Tina Tao,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-183-9,Stories from the Nunnery,Ursula Svensson,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-184-6,Shadows,Vana Soo,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-185-3,Desert Son,Walking Bear,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-186-0,The Judge's Wife,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-187-7,Déjà Vu All Over Again,Xenia Billmer,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-188-4,Pilot Error,Yesenia Iñárritu,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-189-1,Prodigal Son,Zima al Hambra,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-190-7,War Cries,Aaron Dean Morgan,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-191-4,Quick Notes: The King James Bible,Songlian Wu,_COAUTHORS_,2019,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-192-1,_TITLE_,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-193-8,Brig Break,Blanca Valles,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-194-5,Star Trek: Sword of Stars,Cza Bukowna,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-195-2,Travel Diary: Belize,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-196-9,Boots On the Ground,Diana Bayerstumpfen,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-197-6,Sightings,Ewa Krzszmzczukowna,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-198-3,The Sisterhood,Flora Molinari,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-199-0,Playing Defense,Gilda Martin,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-200-3,The Barnes Indeterminacy,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-201-0,The Barnes Correlation,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-202-7,The Barnes Happenstance,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-203-4,The Barnes Occurrence,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-204-1,The Barnes Collusion,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-205-8,The Barnes Truce,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-206-5,The Barnes Maelstrom,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-207-2,The Barnes Concurrence,Robert Muldoon,_COAUTHORS_,2019,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-208-9,The Barnes Blowback,Robert Muldoon,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-209-6,The Barnes Decision,Robert Muldoon,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-210-2,The Two-Way Mirror,Hacha Yu,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-211-9,Fifth Wheel,Ivana Mravinskaya,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-212-6,Restraining Order,Zima al Hambra,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-213-3,_TITLE_,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-214-0,I'll Raise You Twenty,Paula Straiton,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-215-7,Unbalanced Load,Julia Tao,_COAUTHORS_,2019,Fiction,Thriller,Heist,Paperback,$18.99
978-555-0-32177-216-4,Love in the Cloud,Kirsten McGullenwallengullen,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-217-1,The Typist,Lala Morgenstern,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-218-8,A Little Boy's Sled,Maria Knoblauch,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-219-5,Star Trek: War Is Good for Business,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-220-1,A Telegram for Krzysztof,Nuria Grzsza,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-221-8,Light from a Forgotten Star,Olga Walker,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-222-5,Encaustic,Pliska Miro,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-223-2,Triple Cross,Qeborah Vaughan,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-224-9,Tiles and Cash,Risa Milliotti,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-225-6,The Mathematician and the Marble,Slasa Thompson,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-226-3,Twenty Years Ago,Uwe Schmidt,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-227-0,_TITLE_,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-228-7,Opus 127,Tiana Reyes-Blenderson,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-229-4,Quick Notes: Shakespeare's Italian Plays,Songlian Wu,_COAUTHORS_,2019,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-230-0,Foraging Through the Forest,Violetta Summers,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-231-7,A Diamond Under the Sofa Cushions,Wanda Polska,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-232-4,Running on Empty,Xena Bullworth-Campanella,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-233-1,The Spiral Staircase in the Leaning Tower,Yana Rostropova,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-234-8,The High Ground,Zaara Pratap,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-235-5,_TITLE_,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-236-2,Smoking!,Alicia Montes,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-237-9,Hemlock,Bernardo Gerhardt,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-238-6,Gray Ops,Lucia Rollos,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-239-3,Star Trek: Peace Is Good for Business,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-240-9,Star Trek: Twenty Four Earth Hours to Doomsday,William Gold,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-241-6,The Debt Collector,Bianka Wolpowna,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-242-3,Where in the World?,Clara Thomas,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-243-0,Heroes of the Mine,Adaeza Igbo,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-244-7,Operation: Trinity,Ikechukwu Oleyowololo,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-245-4,Ghosts of the Future,Obinna Phillips,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-246-1,Checkmate in Five Moves,N'namdi Ebunolowa,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-247-8,London Holiday,Harry Harrison,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-248-5,_TITLE_,_AUTHOR_,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-249-2,Travel Diary: Ukraine,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-250-8,Force Recon: Mission to Crimea,Oscar Martinez,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-251-5,The Guardian,Poulette de Vries,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-252-2,Medic of the Front Lines,Qadar Hamad,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-253-9,Quick Notes: Alan Lightman,Songlian Wu,_COAUTHORS_,2019,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-254-6,Encounters,Rosalita Viñas,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-255-3,Herding Cats,Waltera McThompsongilly,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-256-0,Ghost Ship,Xavier Roman,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-257-7,The Court-Martial of Ensign Williams,Yesenia Booker,_COAUTHORS_,2019,Fiction,Thriller,Military,Paperback,$18.99
978-555-0-32177-258-4,Travel Diary: Kazakhstan,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-259-1,Kitty Drive to St. Louis on Mississippi,Waltera McThompsongilly,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-260-7,"Yusra's Magic, Part I: Awakening",Zainab Hsien,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-261-4,"Yusra's Magic, Part II: Destiny",Zainab Hsien,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-262-1,A Matter of Time: The Java Time Package,Alonso del Arte,_COAUTHORS_,2019,Nonfiction,Computer Programming,Java,Paperback,$38.99
978-555-0-32177-263-8,Overseas Deployment Ribbon: Call of Duty,Alma Czerna,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-264-5,Last Minute Touchdown,Billiam Postopoli,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-265-2,_TITLE_,Chandler Ross,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-266-9,The Sprig of Chicago,Diana McWoolgoolgy,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-267-6,_TITLE_,Emilio Spears,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-268-3,Star Trek: Second Contact,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-269-0,_TITLE_,Selma Severinsen,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-270-6,With the Championship on the Line,Tatiana Volkmann,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-271-3,The Pole Vaulting Diaries,Ursula St. Frank,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-272-0,Travel Diary: Romania,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-273-7,Two If By Sea,Viviana Soon,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-274-4,Break a Leg,Fauna Laquandisha Jones,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-275-1,_TITLE_,Golda Racorzkrzsza,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-276-8,Star Trek: The Lieutenants of Command,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-277-5,_TITLE_,Hillary Yee,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-278-2,_TITLE_,Illiana Ghemor,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-279-9,Travel Diary: Greece,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-280-5,_TITLE_,Joanne Keller,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-281-2,_TITLE_,Kiv Du Yee,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-282-9,_TITLE_,Lovepreet Kaur,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-283-6,Quick Notes: Ursula K. LeGuin,Songlian Wu,_COAUTHORS_,2019,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-284-3,_TITLE_,Marlbir Singh,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-285-0,_TITLE_,Osiris Washington,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-286-7,Travel Diary: Puerto Rico,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-287-4,_TITLE_,Paul Varjoon,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-288-1,"Star Trek: Another Day, Another Cardassian Lek",Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-289-8,_TITLE_,Quentisetta Rollins,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-290-4,Between Two Worlds,Stacey Qadar,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-291-1,CIA: Tender Mercies,Tom Bull,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-292-8,_TITLE_,Umbert Strom,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-293-5,Quick Notes: English Translations of Greek Classics,Songlian Wu,_COAUTHORS_,2019,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-294-2,_TITLE_,Vana Too,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-295-9,_TITLE_,Wanda Shjro,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-296-6,_TITLE_,Xanthos Phillips,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-297-3,_TITLE_,Yara McSam,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-298-0,_TITLE_,Zelda Washington,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-299-7,Travel Diary: Pakistan,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-300-0,_TITLE_,Alma Soughgren,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-301-7,_TITLE_,Brenda Michael Wooster,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-302-4,_TITLE_,Cipriano Dillings,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-303-1,_TITLE_,Daria Wallace,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-304-8,Star Trek: Julian Bashir: Silverfinger,Jesús María Peña,_COAUTHORS_,2019,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-305-5,_TITLE_,Earla O'Donnell,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-306-2,_TITLE_,Finn Freeman,_COAUTHORS_,2019,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-307-9,Travel Diary: Thailand,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-308-6,_TITLE_,Grace Chen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-309-3,_TITLE_,Henry Okungbanwe,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-310-9,Star Trek: Julian Bashir: Thunder Square,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-311-6,_TITLE_,Ilona Zdrowa,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-312-3,_TITLE_,Jill MacWoolgoolga,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-313-0,_TITLE_,Kira Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-314-7,_TITLE_,Laana Suomi,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-315-4,Travel Diary: Singapore,Wolfdieter Braunschweig,_COAUTHORS_,2019,Nonfiction,Travel,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-316-1,_TITLE_,Mara O'Leary,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-317-8,Quick Notes: Ernest Hemingway,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-318-5,_TITLE_,Nina Owolofoyeku,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-319-2,_TITLE_,Olga Stonestreet,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-320-8,_TITLE_,Pia Longfellow,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-321-5,_TITLE_,Quigley Mercator,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-322-2,_TITLE_,Robbie Plank,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-323-9,_TITLE_,Sharon Moreland,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-324-6,Star Trek: Julian Bashir: At Her Majesty's Pleasure,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-325-3,_TITLE_,Trudy Zhang,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-326-0,_TITLE_,Ursa Cellentani,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-327-7,_TITLE_,Viola Reese Davies,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-328-4,_TITLE_,Winter Johnson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-329-1,_TITLE_,Xavier Samuelson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-330-7,_TITLE_,Yolanda Nightwinder,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-331-4,_TITLE_,Zora McQuowm,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-332-1,_TITLE_,Zora McQuowm,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-333-8,Quick Notes: Shakespeare's Historical Plays,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-334-5,_TITLE_,Alma Robinson Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-335-2,_TITLE_,Bertram Stamps,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-336-9,_TITLE_,Clara Maria Hernandez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-337-6,_TITLE_,Dorabella Morgan,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-338-3,_TITLE_,Elizabeth Mary Corning,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-339-0,_TITLE_,Franco Parlangeli,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-340-6,_TITLE_,Gloria Robinson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-341-3,Star Trek: Return of the Shapeshifters,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-342-0,_TITLE_,Hanna Kingfisher Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-343-7,_TITLE_,Ilana Plana,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-344-4,_TITLE_,Jupiter Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-345-1,_TITLE_,Kemi Obunde,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-346-8,_TITLE_,Larry Eagleby,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-347-5,_TITLE_,Mary Elizabeth Sims,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-348-2,_TITLE_,Norah Pass Jackson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-349-9,_TITLE_,Olivia Bruner Stern,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-350-5,Star Trek: Obsidian Order: Checking In,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-351-2,_TITLE_,Paloma Jackson Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-352-9,_TITLE_,Queridita Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-353-6,_TITLE_,Roman Oliver,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-354-3,_TITLE_,Samuel Potts Berkley,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-355-0,_TITLE_,Tony Blacksmith,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-356-7,One Night in Paris,Uwe Moravec,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-357-4,Chopper's on the Way,Vina Leonards,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-358-1,In No Man's Land,Wilma Porter,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-359-8,The Ancestors,Xenia Johnson Jackson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-360-4,Quick Notes: Macbeth,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-361-1,_TITLE_,Yolanda Burridge Green,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
